CustomerID,CustomerHealthScore,CustomerHealthScore_Heuristic,HealthBand,CustomerActivityScore,CustomerEngagementScore,RiskCategory
14087,65.38,49.24,Healthy,49.27,31.96,Low
16441,68.09,52.45,Healthy,51.31,46.47,Low
16680,23.79,34.95,High Risk,36.76,47.91,Critical
13435,72.33,59.55,Healthy,58.28,35.99,Low
12580,15.1,22.12,Critical,26.82,32.98,Critical
16534,13.52,18.94,Critical,24.03,32.98,Critical
13243,66.73,50.61,Healthy,49.15,58.14,Low
14662,65.85,50.19,Healthy,49.31,47.0,Low
13892,25.21,37.72,High Risk,39.15,41.87,Critical
14365,67.65,52.08,Healthy,51.72,35.75,Low
14794,70.16,55.84,Healthy,54.24,54.35,Low
17604,69.97,55.38,Healthy,53.3,54.98,Low
15666,25.47,38.14,High Risk,39.51,46.64,Critical
12457,54.72,31.92,Moderate,35.36,32.98,Medium
13540,29.09,44.72,High Risk,44.48,47.25,Critical
16377,13.83,20.17,Critical,25.07,32.98,Critical
17360,73.77,61.67,Healthy,59.31,57.15,Low
17123,60.69,41.35,Healthy,42.3,29.02,Medium
17760,81.62,74.56,VIP,69.7,61.88,Low
17038,57.47,36.32,Moderate,39.18,32.98,Medium
16805,25.11,38.48,High Risk,39.0,49.05,Critical
16931,78.62,69.23,Healthy,65.9,58.45,Low
14920,15.25,22.49,Critical,27.07,32.98,Critical
16198,54.61,31.38,Moderate,34.85,32.98,Medium
14283,32.47,49.17,High Risk,47.82,62.6,High
16158,35.23,54.13,High Risk,51.08,79.86,High
16952,64.63,47.42,Healthy,46.8,44.52,Medium
16846,21.82,32.25,High Risk,34.3,42.2,Critical
17548,76.12,65.14,Healthy,62.3,55.34,Low
13480,64.18,46.4,Healthy,46.67,32.26,Medium
17951,73.54,61.27,Healthy,59.67,46.01,Low
12494,79.82,72.04,Healthy,68.32,46.42,Low
15385,68.18,52.86,Healthy,52.31,32.14,Low
14549,67.57,51.71,Healthy,50.52,46.92,Low
13776,62.16,43.63,Healthy,44.22,50.22,Medium
17282,25.98,39.4,High Risk,40.52,38.68,Critical
16781,73.56,61.92,Healthy,60.22,32.06,Low
12575,26.02,39.25,High Risk,40.38,41.33,Critical
14115,24.29,36.17,High Risk,37.69,37.44,Critical
17005,25.28,38.24,High Risk,39.49,36.47,Critical
16712,65.89,49.78,Healthy,49.58,56.59,Low
15068,63.7,45.78,Healthy,46.08,32.97,Medium
14169,62.3,43.09,Healthy,43.72,51.08,Medium
14924,21.34,30.57,High Risk,32.76,39.74,Critical
17708,66.15,49.49,Healthy,49.32,46.89,Low
15107,80.69,72.26,VIP,67.93,64.29,Low
13836,66.81,50.39,Healthy,50.1,50.92,Low
15247,24.99,37.54,High Risk,38.84,42.59,Critical
12673,59.48,39.4,Moderate,41.76,32.98,Medium
13513,60.56,41.12,Healthy,41.97,32.79,Medium
18283,79.91,71.55,Healthy,66.69,67.45,Low
13444,72.71,60.51,Healthy,58.93,35.57,Low
13020,22.27,32.89,High Risk,34.76,38.25,Critical
15025,15.05,22.24,Critical,26.72,32.98,Critical
14455,68.4,52.88,Healthy,50.95,67.12,Low
15956,22.28,33.35,High Risk,35.15,37.18,Critical
17464,23.22,35.02,High Risk,36.61,31.88,Critical
15996,75.81,64.86,Healthy,62.71,45.89,Low
14247,72.33,59.35,Healthy,56.59,57.49,Low
17205,63.84,46.26,Healthy,46.42,34.58,Medium
16844,22.23,32.86,High Risk,34.69,46.89,Critical
13573,77.85,68.53,Healthy,64.61,56.93,Low
15797,21.33,31.86,High Risk,33.82,37.91,Critical
16345,17.94,26.75,Critical,30.63,32.98,Critical
15362,60.27,40.09,Healthy,41.01,32.11,Medium
12855,80.46,72.17,VIP,67.77,68.61,Low
14929,56.35,34.68,Moderate,37.55,32.98,Medium
15651,63.22,45.36,Healthy,45.6,33.53,Medium
17350,71.4,57.99,Healthy,55.88,44.6,Low
16660,66.96,50.92,Healthy,49.69,44.73,Low
14013,70.54,57.41,Healthy,56.14,32.36,Low
16922,14.9,21.97,Critical,26.42,32.98,Critical
17193,69.08,54.76,Healthy,53.81,35.49,Low
13104,68.03,52.6,Healthy,51.14,41.84,Low
15243,54.52,31.64,Moderate,34.87,32.98,Medium
13988,69.35,55.71,Healthy,54.63,32.37,Low
16675,61.43,40.99,Healthy,41.75,48.98,Medium
15587,72.24,58.85,Healthy,56.59,49.47,Low
13627,24.44,36.73,High Risk,38.01,34.4,Critical
17473,65.15,48.12,Healthy,47.97,44.05,Low
15201,60.43,41.06,Healthy,41.79,33.65,Medium
14020,25.01,37.52,High Risk,38.69,43.34,Critical
16590,66.41,49.92,Healthy,49.54,47.46,Low
16720,71.42,59.17,Healthy,57.63,31.89,Low
15730,70.7,56.73,Healthy,55.49,43.76,Low
14904,65.16,48.09,Healthy,47.92,46.96,Low
14611,60.2,40.63,Healthy,41.39,34.27,Medium
18058,22.63,33.88,High Risk,35.48,35.81,Critical
13359,59.07,38.73,Moderate,41.02,32.98,Medium
16212,20.74,30.06,High Risk,32.13,43.49,Critical
18264,17.29,25.85,Critical,29.74,32.98,Critical
14657,62.03,43.12,Healthy,43.55,47.99,Medium
13598,30.38,46.62,High Risk,45.31,59.63,High
17270,25.12,38.08,High Risk,39.13,32.26,Critical
14254,54.74,31.98,Moderate,35.08,32.98,Medium
17745,24.79,37.31,High Risk,38.45,40.25,Critical
17869,78.21,69.51,Healthy,65.85,47.72,Low
16565,69.52,54.71,Healthy,52.89,45.76,Low
12923,67.92,52.94,Healthy,52.11,26.93,Low
15573,24.39,36.21,High Risk,36.69,52.2,Critical
14725,71.15,57.84,Healthy,55.62,52.66,Low
15631,13.0,18.5,Critical,23.26,32.98,Critical
13602,73.93,62.84,Healthy,59.99,47.72,Low
17176,22.86,34.67,High Risk,36.11,34.5,Critical
17845,28.62,43.33,High Risk,42.39,68.91,High
17209,23.33,34.73,High Risk,35.38,54.15,Critical
16121,71.63,59.1,Healthy,56.69,50.67,Low
14771,20.23,29.78,High Risk,31.81,36.72,Critical
13101,28.12,42.3,High Risk,41.99,50.2,Critical
15929,12.78,18.41,Critical,23.15,32.98,Critical
14746,71.58,58.84,Healthy,55.93,67.12,Low
14699,65.85,48.0,Healthy,46.96,53.87,Low
15483,79.18,70.26,Healthy,65.31,65.35,Low
13472,25.31,38.38,High Risk,39.31,38.78,Critical
17815,61.38,41.74,Healthy,43.54,32.98,Medium
17156,17.55,26.12,Critical,29.87,32.98,Critical
12403,16.67,24.48,Critical,28.43,32.98,Critical
17098,74.35,62.77,Healthy,59.87,38.76,Low
18079,17.51,26.1,Critical,29.84,32.98,Critical
17968,79.64,71.23,Healthy,66.74,62.63,Low
13270,68.8,54.23,Healthy,54.44,32.98,Low
18173,13.6,19.74,Critical,24.27,32.98,Critical
18239,73.55,61.52,Healthy,59.52,43.61,Low
15416,28.53,43.27,High Risk,42.77,46.93,Critical
14624,70.37,56.55,Healthy,53.87,55.08,Low
15191,28.71,44.52,High Risk,43.86,45.88,Critical
14550,68.71,53.6,Healthy,52.58,38.42,Low
14729,76.26,67.01,Healthy,63.53,47.83,Low
15400,67.23,51.27,Healthy,49.75,49.95,Low
12800,28.59,44.01,High Risk,43.4,46.59,Critical
17041,69.45,56.45,Healthy,54.28,46.66,Low
15478,14.74,21.62,Critical,25.87,32.98,Critical
16001,63.87,46.17,Healthy,47.35,32.98,Medium
16100,18.72,28.12,Critical,31.55,32.98,Critical
16802,19.36,27.41,Critical,29.63,43.49,Critical
17099,16.02,23.76,Critical,27.72,32.98,Critical
15988,22.08,32.98,High Risk,34.49,37.45,Critical
12514,12.71,18.39,Critical,23.02,32.98,Critical
15026,72.24,59.48,Healthy,57.67,40.95,Low
14742,54.3,31.34,Moderate,34.34,32.98,Medium
15038,80.78,72.87,VIP,68.08,67.56,Low
15588,12.11,17.09,Critical,21.86,32.98,Critical
14382,61.32,42.4,Healthy,44.0,32.98,Medium
15759,30.49,45.61,High Risk,44.22,56.18,High
18108,21.06,30.69,High Risk,32.45,35.03,Critical
17773,23.26,34.99,High Risk,36.22,33.55,Critical
12859,18.81,28.31,Critical,31.66,32.98,Critical
15637,70.55,56.97,Healthy,54.14,53.55,Low
17924,73.31,60.72,Healthy,58.72,48.46,Low
13424,53.25,29.23,Moderate,32.45,32.98,Medium
13804,61.28,41.63,Healthy,42.0,52.27,Medium
13179,14.06,19.43,Critical,23.87,32.98,Critical
14893,13.95,19.53,Critical,23.95,32.98,Critical
13233,62.92,44.96,Healthy,44.91,32.2,Medium
16838,22.87,34.07,High Risk,35.37,35.47,Critical
13190,26.69,39.56,High Risk,39.4,49.97,Critical
14170,76.2,65.59,Healthy,62.17,61.57,Low
17189,25.41,38.7,High Risk,38.64,44.32,Critical
15169,69.49,55.82,Healthy,54.39,31.89,Low
13406,61.86,43.3,Healthy,43.43,26.57,Medium
13980,67.01,51.07,Healthy,48.92,58.49,Low
18244,61.7,42.54,Healthy,42.76,40.95,Medium
18135,76.13,65.5,Healthy,61.19,63.16,Low
17212,25.61,38.57,High Risk,39.28,46.22,Critical
15627,25.55,38.66,High Risk,39.35,41.81,Critical
15076,24.41,36.13,High Risk,37.13,46.12,Critical
13998,63.45,45.94,Healthy,44.94,50.81,Medium
15091,19.07,27.42,Critical,29.5,60.22,Critical
17555,66.1,49.66,Healthy,48.18,48.7,Low
17962,25.83,39.2,High Risk,39.03,49.61,Critical
14986,71.6,58.77,Healthy,56.92,32.02,Low
17665,17.36,25.68,Critical,29.26,32.98,Critical
13936,69.9,55.75,Healthy,54.27,45.89,Low
17195,12.44,17.69,Critical,22.26,32.98,Critical
17664,24.6,37.22,High Risk,38.05,38.34,Critical
13064,22.34,32.9,High Risk,34.27,44.67,Critical
17159,24.37,36.94,High Risk,37.8,33.76,Critical
16306,74.57,63.57,Healthy,61.09,45.17,Low
16961,68.22,53.36,Healthy,52.16,34.78,Low
17413,65.32,48.41,Healthy,47.82,37.44,Low
13245,54.4,31.58,Moderate,34.38,32.98,Medium
13832,55.85,33.87,Moderate,36.38,32.98,Medium
12573,77.08,66.66,Healthy,62.48,63.98,Low
13024,24.79,37.57,High Risk,38.32,36.96,Critical
16668,79.43,70.64,Healthy,65.15,70.7,Low
14508,75.34,64.89,Healthy,61.44,48.48,Low
17521,67.05,51.25,Healthy,50.28,44.84,Low
15102,22.89,33.91,High Risk,35.1,47.23,Critical
15650,23.1,34.49,High Risk,35.6,37.37,Critical
15948,55.51,33.25,Moderate,35.8,32.98,Medium
14157,72.19,59.11,Healthy,56.36,47.74,Low
17407,57.65,36.35,Moderate,38.51,32.98,Medium
17016,14.52,21.25,Critical,25.29,32.98,Critical
14891,63.79,45.64,Healthy,45.34,46.96,Medium
12797,75.62,65.09,Healthy,62.36,42.74,Low
16278,24.64,36.6,High Risk,37.42,47.03,Critical
13677,65.12,48.33,Healthy,47.68,36.72,Low
14798,78.27,69.45,Healthy,64.5,63.53,Low
13479,59.76,38.97,Moderate,39.48,40.19,Medium
17194,15.91,23.52,Critical,27.25,32.98,Critical
16367,62.85,44.79,Healthy,45.86,32.98,Medium
16111,54.97,32.51,Moderate,35.11,32.98,Medium
15900,67.41,52.52,Healthy,50.55,49.45,Low
15224,27.28,41.05,High Risk,40.51,47.65,Critical
15055,28.91,43.27,High Risk,42.45,45.18,Critical
15200,17.16,25.43,Critical,28.9,32.98,Critical
15842,66.95,51.66,Healthy,50.55,35.33,Low
16947,31.69,48.5,High Risk,46.49,59.96,High
14447,59.23,39.0,Moderate,40.76,32.98,Medium
18039,78.75,70.16,Healthy,65.43,54.73,Low
15350,72.79,60.43,Healthy,58.21,47.75,Low
15584,65.71,49.63,Healthy,48.76,32.21,Low
18035,69.11,54.56,Healthy,53.07,56.59,Low
15080,61.92,43.05,Healthy,42.99,40.71,Medium
12990,69.94,55.65,Healthy,52.72,54.51,Low
17889,80.51,72.99,VIP,67.53,65.47,Low
15728,70.95,57.44,Healthy,55.57,35.62,Low
18207,16.97,25.19,Critical,28.64,32.98,Critical
14219,64.42,47.16,Healthy,46.57,39.72,Medium
16211,62.84,44.3,Healthy,44.07,47.23,Medium
17852,71.53,59.36,Healthy,56.46,43.95,Low
15959,21.84,33.06,High Risk,33.44,70.89,Critical
13785,68.08,53.14,Healthy,50.48,63.89,Low
16060,69.88,55.46,Healthy,53.04,49.98,Low
15535,65.23,48.2,Healthy,47.45,44.35,Low
13168,15.51,22.82,Critical,26.53,32.98,Critical
16576,62.76,44.62,Healthy,44.31,37.82,Medium
12819,18.57,27.94,Critical,31.0,32.98,Critical
17935,74.41,62.48,Healthy,58.28,62.61,Low
12507,14.08,20.55,Critical,24.53,32.98,Critical
16392,63.74,46.2,Healthy,45.68,34.58,Medium
13961,60.95,41.6,Healthy,42.94,32.98,Medium
17561,71.81,58.51,Healthy,55.67,43.95,Low
13712,13.74,19.35,Critical,23.46,32.98,Critical
15799,56.29,34.55,Moderate,36.76,32.98,Medium
15562,62.0,43.37,Healthy,43.18,35.66,Medium
18140,17.85,26.67,Critical,29.86,32.98,Critical
17919,53.77,30.14,Moderate,32.89,32.98,Medium
14805,69.31,54.33,Healthy,51.98,46.13,Low
16916,77.42,67.17,Healthy,63.22,57.54,Low
15890,75.04,64.24,Healthy,59.77,65.85,Low
12810,22.42,33.56,High Risk,34.58,38.53,Critical
16204,69.92,56.61,Healthy,54.74,31.88,Low
16785,57.72,36.7,Moderate,38.61,32.98,Medium
17709,31.2,47.67,High Risk,45.61,62.99,High
16707,72.28,59.54,Healthy,55.99,55.66,Low
18154,72.35,59.24,Healthy,56.25,52.84,Low
16872,65.86,49.08,Healthy,47.36,54.38,Low
16810,56.07,34.18,Moderate,36.38,32.98,Medium
14940,63.08,45.11,Healthy,44.65,32.0,Medium
17034,64.33,47.01,Healthy,46.31,41.16,Medium
16935,73.98,62.15,Healthy,58.78,57.79,Low
16836,64.66,47.8,Healthy,46.99,33.76,Medium
13898,57.3,36.06,Moderate,38.0,32.98,Medium
15800,66.39,51.84,Healthy,48.86,66.57,Low
13684,71.4,58.4,Healthy,55.48,42.08,Low
12734,72.31,59.56,Healthy,57.27,47.15,Low
17251,69.26,55.36,Healthy,53.58,31.9,Low
12837,14.44,21.22,Critical,25.0,32.98,Critical
18098,59.46,39.68,Moderate,41.15,32.98,Medium
14104,71.7,58.78,Healthy,55.8,44.59,Low
15646,77.5,67.07,Healthy,63.04,60.54,Low
13106,57.15,35.71,Moderate,37.67,32.98,Medium
16421,75.55,64.53,Healthy,60.81,56.32,Low
12817,66.05,49.38,Healthy,48.33,45.58,Low
18006,73.63,62.09,Healthy,58.66,43.97,Low
13809,66.65,50.88,Healthy,49.63,41.81,Low
14417,61.63,43.07,Healthy,44.09,32.98,Medium
13070,28.88,44.19,High Risk,42.99,34.73,Critical
13605,68.11,53.4,Healthy,51.82,33.3,Low
15028,78.12,68.71,Healthy,64.44,54.94,Low
17198,75.23,64.74,Healthy,61.73,47.99,Low
16203,77.23,67.02,Healthy,62.95,50.54,Low
17373,67.08,50.9,Healthy,48.84,45.71,Low
17591,73.9,63.12,Healthy,60.31,31.99,Low
13977,57.35,35.96,Moderate,37.83,32.98,Medium
12777,18.43,27.8,Critical,30.69,32.98,Critical
12811,71.16,57.79,Healthy,55.63,43.9,Low
12825,22.69,34.07,High Risk,34.87,36.23,Critical
15152,11.42,15.86,Critical,20.22,32.98,Critical
12979,10.89,15.4,Critical,19.82,32.98,Critical
17397,56.48,34.89,Moderate,36.87,32.98,Medium
13220,14.28,20.92,Critical,24.64,32.98,Critical
14429,58.47,37.83,Moderate,39.43,32.98,Medium
15766,25.05,38.24,High Risk,38.5,36.24,Critical
18243,56.78,35.33,Moderate,37.24,32.98,Medium
14949,31.28,47.57,High Risk,45.35,52.45,High
13544,70.32,56.62,Healthy,53.27,56.0,Low
16792,72.96,60.91,Healthy,57.54,44.15,Low
17325,64.02,46.51,Healthy,45.71,32.56,Medium
15181,62.55,44.32,Healthy,43.79,32.01,Medium
13367,54.27,31.32,Moderate,33.7,32.98,Medium
15110,65.11,48.13,Healthy,47.11,39.95,Low
12891,35.87,56.05,High Risk,51.78,69.91,High
14008,54.16,31.05,Moderate,33.46,32.98,Medium
18001,65.82,49.27,Healthy,46.8,54.15,Low
12907,66.23,50.26,Healthy,48.97,41.74,Low
13388,13.26,19.33,Critical,23.19,32.98,Critical
15396,13.93,20.3,Critical,24.03,32.98,Critical
14738,21.62,31.85,High Risk,32.84,33.65,Critical
13123,24.67,36.8,High Risk,37.17,42.95,Critical
17639,76.4,66.49,Healthy,61.49,68.01,Low
15870,69.85,56.01,Healthy,53.2,57.1,Low
13094,73.99,62.36,Healthy,59.52,46.89,Low
16419,20.81,30.97,High Risk,32.05,38.89,Critical
13255,72.3,59.99,Healthy,57.44,38.79,Low
13138,72.99,60.67,Healthy,58.03,46.56,Low
14577,70.41,56.88,Healthy,53.94,44.04,Low
14807,66.98,51.97,Healthy,50.41,32.27,Low
13045,65.25,48.53,Healthy,47.4,39.6,Low
12376,67.77,52.36,Healthy,50.75,49.84,Low
12419,69.13,54.1,Healthy,52.27,46.32,Low
15138,60.26,40.83,Healthy,41.94,32.98,Medium
17276,58.44,37.91,Moderate,39.38,32.98,Medium
15462,52.88,28.89,Moderate,31.48,32.98,Medium
17226,59.42,39.41,Moderate,39.39,32.72,Medium
18049,60.07,40.36,Healthy,40.22,34.34,Medium
12366,13.02,17.81,Critical,21.78,32.98,Critical
17358,74.78,64.28,Healthy,60.37,44.68,Low
13553,12.05,16.38,Critical,20.52,32.98,Critical
12953,15.85,23.46,Critical,26.71,32.98,Critical
14656,67.27,51.45,Healthy,49.13,47.25,Low
16222,10.94,15.59,Critical,19.82,32.98,Critical
15109,20.58,30.72,High Risk,31.76,34.2,Critical
13368,63.71,45.49,Healthy,44.67,51.43,Medium
13569,78.31,69.08,Healthy,64.54,56.26,Low
13000,11.26,15.35,Critical,19.59,32.98,Critical
14741,72.98,60.57,Healthy,57.86,44.35,Low
17335,68.77,54.54,Healthy,52.58,32.04,Low
12943,21.47,31.82,High Risk,32.7,37.67,Critical
16415,20.33,30.49,High Risk,31.52,32.31,Critical
17572,83.15,76.72,VIP,69.87,68.66,Low
16898,77.63,68.42,Healthy,63.93,46.51,Low
15278,27.17,42.07,High Risk,40.35,62.8,High
16977,72.49,60.47,Healthy,56.44,55.85,Low
14818,29.15,43.97,High Risk,42.52,47.2,Critical
16863,74.69,63.57,Healthy,60.45,44.57,Low
14319,55.1,32.56,Moderate,34.6,32.98,Medium
15314,63.68,45.7,Healthy,44.8,47.38,Medium
15957,62.4,44.1,Healthy,43.4,56.59,Medium
14310,54.06,30.84,Moderate,33.08,32.98,Medium
17269,62.05,43.63,Healthy,44.27,32.98,Medium
15276,70.56,56.72,Healthy,53.66,57.75,Low
14663,61.02,41.7,Healthy,41.28,56.59,Medium
16639,57.36,36.23,Moderate,37.79,32.98,Medium
12450,69.91,55.2,Healthy,52.31,57.73,Low
17255,67.03,51.79,Healthy,50.1,43.06,Low
12983,13.24,19.28,Critical,22.94,32.98,Critical
12634,22.38,33.01,High Risk,33.66,47.53,Critical
17476,65.96,50.02,Healthy,48.54,35.53,Low
17691,77.66,68.33,Healthy,63.79,47.89,Low
17616,73.94,62.76,Healthy,59.68,33.35,Low
13502,63.46,45.11,Healthy,44.23,39.09,Medium
15599,52.73,28.71,Moderate,31.17,32.98,Medium
17045,71.06,57.92,Healthy,55.43,43.34,Low
12355,14.33,20.89,Critical,24.31,32.98,Critical
15165,66.0,49.42,Healthy,49.27,32.98,Low
16298,72.48,59.59,Healthy,55.58,66.05,Low
13412,13.26,18.34,Critical,22.07,32.98,Critical
13733,63.73,46.19,Healthy,45.14,31.98,Medium
16021,65.81,49.97,Healthy,48.45,34.53,Low
13005,61.02,41.33,Healthy,40.89,46.46,Medium
14834,57.71,36.72,Moderate,38.14,32.98,Medium
17420,79.14,70.1,Healthy,64.76,68.69,Low
16834,11.63,16.17,Critical,20.15,32.98,Critical
12443,11.03,14.78,Critical,18.93,32.98,Critical
14272,21.56,31.44,High Risk,32.21,46.96,Critical
16943,21.99,32.76,High Risk,33.36,33.23,Critical
17996,73.33,62.92,Healthy,58.98,48.38,Low
12542,23.69,35.62,High Risk,35.86,34.2,Critical
17106,60.87,41.74,Healthy,42.5,32.98,Medium
18218,20.22,29.63,High Risk,30.61,45.74,Critical
13745,15.59,21.95,Critical,25.18,32.98,Critical
13484,68.59,54.33,Healthy,52.21,32.29,Low
18016,63.68,46.12,Healthy,45.02,32.21,Medium
14788,13.25,19.28,Critical,22.83,32.98,Critical
16139,18.77,25.64,Critical,27.09,51.08,Critical
17329,21.56,31.33,High Risk,31.3,59.44,Critical
16518,61.92,43.57,Healthy,42.77,35.33,Medium
12977,27.35,40.78,High Risk,39.56,62.02,High
14322,67.24,52.16,Healthy,48.99,59.37,Low
17104,55.11,32.64,Moderate,34.5,32.98,Medium
16385,77.98,69.55,Healthy,64.72,44.88,Low
16034,70.46,56.53,Healthy,53.32,55.49,Low
15071,68.02,53.31,Healthy,51.28,33.3,Low
16635,57.73,36.84,Moderate,38.15,32.98,Medium
12793,73.02,60.86,Healthy,57.88,46.01,Low
14600,60.05,40.48,Healthy,41.33,32.98,Medium
16447,20.24,29.97,High Risk,30.84,41.33,Critical
14237,71.94,59.6,Healthy,56.76,32.75,Low
13959,69.62,54.99,Healthy,51.95,52.04,Low
17631,78.02,69.32,Healthy,63.96,54.71,Low
17430,78.96,70.37,Healthy,65.39,51.88,Low
14058,24.79,37.25,High Risk,37.19,41.54,Critical
14369,19.66,27.48,Critical,28.63,46.96,Critical
17731,19.71,28.45,Critical,29.48,44.05,Critical
15387,16.5,24.72,Critical,27.5,32.98,Critical
12554,52.41,28.21,Moderate,30.55,32.98,Medium
17294,17.54,26.5,Critical,27.76,56.59,Critical
16390,25.43,38.9,High Risk,37.83,49.82,Critical
12958,64.98,48.45,Healthy,46.96,33.34,Medium
13601,66.32,51.15,Healthy,49.32,34.27,Low
14126,52.63,28.66,Moderate,30.93,32.98,Medium
16887,65.05,48.43,Healthy,46.93,31.92,Low
13103,59.86,39.95,Moderate,39.51,38.73,Medium
17051,62.66,44.83,Healthy,43.0,47.49,Medium
15748,59.53,38.37,Moderate,38.12,56.59,Medium
17958,10.56,14.86,Critical,18.83,32.98,Critical
17274,59.3,39.41,Moderate,40.3,32.98,Medium
15406,58.83,37.88,Moderate,37.67,56.59,Medium
13546,69.48,54.65,Healthy,52.34,44.57,Low
18083,58.83,38.62,Moderate,39.6,32.98,Medium
16739,15.14,22.31,Critical,25.33,32.98,Critical
14627,63.57,46.18,Healthy,46.21,32.98,Medium
13512,71.68,58.92,Healthy,55.29,46.97,Low
13624,60.93,41.92,Healthy,42.48,32.98,Medium
18284,53.96,30.74,Moderate,32.69,32.98,Medium
18190,23.58,35.3,High Risk,34.61,51.95,Critical
15969,61.26,42.31,Healthy,41.51,38.33,Medium
16110,15.63,23.0,Critical,25.91,32.98,Critical
16310,62.85,45.04,Healthy,43.89,32.6,Medium
13166,56.41,34.7,Moderate,36.13,32.98,Medium
14118,54.38,31.49,Moderate,33.32,32.98,Medium
14958,23.87,35.67,High Risk,34.91,49.95,Critical
13957,66.72,50.49,Healthy,47.87,45.41,Low
17849,30.07,45.91,High Risk,43.34,59.74,High
14599,66.66,51.42,Healthy,49.45,36.47,Low
14011,23.74,35.52,High Risk,35.53,35.75,Critical
16069,55.96,33.94,Moderate,35.44,32.98,Medium
16412,73.2,61.0,Healthy,56.53,57.72,Low
17707,80.43,72.8,VIP,66.24,66.18,Low
15717,68.85,53.7,Healthy,50.13,58.81,Low
14296,61.63,43.31,Healthy,42.33,34.4,Medium
16039,61.37,42.74,Healthy,41.83,36.57,Medium
17298,75.23,64.93,Healthy,60.47,47.52,Low
13699,15.29,21.36,Critical,24.4,32.98,Critical
15264,15.25,22.42,Critical,25.33,32.98,Critical
17067,21.6,31.43,High Risk,31.14,59.42,Critical
12459,12.79,18.58,Critical,21.96,32.98,Critical
15714,62.19,43.93,Healthy,42.07,52.84,Medium
16014,63.65,46.45,Healthy,45.04,32.22,Medium
16481,11.26,15.51,Critical,19.26,32.98,Critical
16799,60.44,40.71,Healthy,40.01,46.77,Medium
15921,69.72,55.36,Healthy,52.05,45.31,Low
12492,57.93,37.08,Moderate,38.13,32.98,Medium
13698,19.81,29.29,Critical,30.01,39.5,Critical
18100,15.04,21.31,Critical,24.31,32.98,Critical
18031,63.82,46.67,Healthy,46.5,32.98,Medium
15961,63.47,46.02,Healthy,45.93,32.98,Medium
15016,73.16,60.91,Healthy,56.36,59.95,Low
16870,17.45,26.09,Critical,28.48,32.98,Critical
13150,26.84,41.43,High Risk,39.84,54.25,Critical
13626,63.48,46.0,Healthy,45.9,32.98,Medium
15126,21.85,32.45,High Risk,32.75,34.5,Critical
15418,60.47,42.14,Healthy,41.22,33.97,Medium
17823,61.65,43.21,Healthy,42.15,56.59,Medium
18201,10.58,14.93,Critical,18.69,32.98,Critical
13784,63.98,46.6,Healthy,44.34,61.78,Medium
14108,17.29,24.76,Critical,25.99,47.91,Critical
16095,18.15,27.09,Critical,29.33,32.98,Critical
13948,67.27,51.63,Healthy,48.72,44.13,Low
14810,76.93,67.19,Healthy,62.33,56.34,Low
14201,67.61,52.22,Healthy,49.23,50.43,Low
14010,19.88,30.78,Critical,31.24,60.22,Critical
14328,53.12,29.09,Moderate,31.05,32.98,Medium
18134,19.58,29.07,Critical,29.74,38.33,Critical
12788,31.63,47.12,High Risk,44.23,67.0,High
15645,63.25,44.82,Healthy,43.51,47.6,Medium
16500,75.49,64.77,Healthy,60.19,51.0,Low
13846,58.55,38.09,Moderate,38.91,32.98,Medium
13035,53.81,30.49,Moderate,32.25,32.98,Medium
14996,22.88,35.25,High Risk,35.12,56.59,Critical
17699,23.75,35.71,High Risk,35.51,39.6,Critical
17759,66.11,50.42,Healthy,48.38,36.8,Low
17643,71.73,59.21,Healthy,56.07,35.47,Low
13086,62.06,44.01,Healthy,44.06,32.98,Medium
13432,20.79,30.47,High Risk,30.92,44.84,Critical
13964,67.64,52.44,Healthy,50.13,44.48,Low
17729,12.98,18.8,Critical,21.99,32.98,Critical
15859,53.64,30.19,Moderate,31.96,32.98,Medium
17807,69.71,55.6,Healthy,52.12,44.28,Low
14846,54.38,31.47,Moderate,33.06,32.98,Medium
12945,11.46,16.22,Critical,19.72,32.98,Critical
14123,10.24,14.15,Critical,17.9,32.98,Critical
16166,60.89,41.54,Healthy,40.57,32.24,Medium
16643,54.98,32.46,Moderate,33.91,32.98,Medium
13738,58.84,38.63,Moderate,39.31,32.98,Medium
15323,24.48,37.07,High Risk,35.87,55.8,Critical
15691,70.12,56.04,Healthy,52.47,43.98,Low
16601,66.24,51.13,Healthy,48.94,32.53,Low
16888,68.47,54.22,Healthy,50.87,44.37,Low
17223,73.4,61.49,Healthy,58.0,47.91,Low
16939,27.32,41.01,High Risk,39.3,48.7,Critical
18029,12.09,16.68,Critical,20.07,32.98,Critical
16948,67.42,51.63,Healthy,48.06,53.47,Low
15613,12.54,18.13,Critical,21.34,32.98,Critical
16522,60.31,40.02,Healthy,39.2,47.38,Medium
15847,64.73,47.67,Healthy,45.11,46.3,Medium
17027,62.13,44.4,Healthy,42.24,44.58,Medium
17178,10.13,14.23,Critical,17.91,32.98,Critical
17687,55.37,33.01,Moderate,34.33,32.98,Medium
16604,21.16,30.81,High Risk,31.11,47.99,Critical
17122,71.23,58.05,Healthy,54.17,52.12,Low
14042,10.3,14.53,Critical,18.15,32.98,Critical
15160,75.37,64.61,Healthy,59.9,57.25,Low
15525,71.89,59.06,Healthy,55.82,47.75,Low
17842,12.73,18.42,Critical,21.54,32.98,Critical
15012,71.43,59.05,Healthy,55.8,32.97,Low
