DecisionID,Domain,DecisionType,EntityType,Entity,Product,Country,ProductCategory,Warehouse,BusinessImpact,RevenueOpportunity,CostReduction,InventorySavings,RetentionGain,ProfitImprovement,ForecastRisk,InventoryRisk,CustomerRisk,RevenueRisk,SupplierRisk,OperationalRisk,UrgencyScore,Reasoning,SuggestedAction,SourcePhase,SourceArtifact,BusinessRiskScore,RiskLevel,ImpactScore,FinancialImpact,ImplementationCost,ExpectedROI,ModelConfidence,HistoricalAccuracy,BusinessConfidence,RecommendationReliability,Confidence,PriorityScore,PriorityBand,TimeSensitivity
DI-00089,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,224.659342882925,0.0,0.0,0.0,93.60805953455208,100.0,53.53407157236927,0.0,97.33467558612594,0.0,55.0,95.40578643521037,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.97,Medium,0.5524313616482398,318.27,962.59,-66.94,0.0,0.0,94.21527040691883,33.92,33.92,39.92,P3,Monitor
DI-00090,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,224.659342882925,0.0,0.0,0.0,93.60805953455208,100.0,53.53407157236927,0.0,97.33467558612594,0.0,55.0,95.40578643521037,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.97,Medium,0.5524313616482398,318.27,962.59,-66.94,0.0,0.0,94.21527040691883,33.92,33.92,39.92,P3,Monitor
DI-00091,Inventory,Supplier Escalation,Inventory series,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,1409.0859436945382,40.57872398492994,270.5248265661996,0.0,270.5248265661996,0.0,58.50576725868083,0.0,50.0,61.79863093341662,57.1034603552085,56.92817199227446,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,36.07,Low,3.455374363021354,1990.71,1014.95,96.14,78.68537442584928,78.68537442584928,96.00786212279002,84.92,84.92,39.9,P3,Monitor
DI-00092,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,223.1213759975756,0.0,0.0,0.0,92.96723999898984,100.0,53.1675894654616,0.0,96.66834448265745,0.0,55.0,95.05361002552243,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.76,Medium,0.5486495418950936,316.09,959.79,-67.07,0.0,0.0,94.23839894757965,33.93,33.93,39.8,P3,Monitor
DI-00093,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,223.1213759975756,0.0,0.0,0.0,92.96723999898984,100.0,53.1675894654616,0.0,96.66834448265745,0.0,55.0,95.05361002552243,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.76,Medium,0.5486495418950936,316.09,959.79,-67.07,0.0,0.0,94.23839894757965,33.93,33.93,39.8,P3,Monitor
DI-00094,Churn,Retain High Value Customer,Customer,14160,,United Kingdom,,,Targeted,0.0,0.0,0.0,2939.3442745256316,793.2728,0.0,0.0,70.57787685518073,19.914513966450663,0.0,35.0,52.84569984412521,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.49,Low,6.478875050756478,3732.62,949.58,293.08,100.0,100.0,100.0,100.0,100.0,39.69,P3,Monitor
DI-00095,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,221.58340911222618,0.0,0.0,0.0,92.32642046342758,100.0,52.801107358553914,0.0,96.00201337918892,0.0,55.0,94.70340165603704,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.55,Medium,0.5448677221419476,313.91,956.99,-67.2,0.0,0.0,94.26172429226074,33.93,33.93,39.68,P3,Monitor
DI-00096,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,221.58340911222618,0.0,0.0,0.0,92.32642046342758,100.0,52.801107358553914,0.0,96.00201337918892,0.0,55.0,94.70340165603704,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.55,Medium,0.5448677221419476,313.91,956.99,-67.2,0.0,0.0,94.26172429226074,33.93,33.93,39.68,P3,Monitor
DI-00097,Inventory,Reduce Overstock,Inventory series,WHITE HANGING HEART T-LIGHT HOLDER | United Kingdom | Lighting,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,Lighting,WH-UK-01,Targeted,1605.6514289307172,189.33847742710597,315.5641290451766,0.0,315.5641290451766,0.0,56.900955360193976,0.0,50.0,52.35856094231748,56.14057321611639,56.04552544810669,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,34.63,Low,4.211124830646609,2426.12,876.96,176.65,78.68537442584928,78.68537442584928,96.41348752448827,85.07,85.07,39.67,P3,Monitor
DI-00098,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,220.04544222687676,0.0,0.0,0.0,91.68560092786532,100.0,52.43462525164624,0.0,95.33568227572043,0.0,55.0,94.35520721827679,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.34,Medium,0.5410859023888015,311.73,954.19,-67.33,0.0,0.0,94.28525103011434,33.94,33.94,39.56,P3,Monitor
DI-00099,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,220.04544222687676,0.0,0.0,0.0,91.68560092786532,100.0,52.43462525164624,0.0,95.33568227572043,0.0,55.0,94.35520721827679,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,54.34,Medium,0.5410859023888015,311.73,954.19,-67.33,0.0,0.0,94.28525103011434,33.94,33.94,39.56,P3,Monitor
DI-00100,Customer,Upsell Premium Products,Customer segment,Loyal Customers,,,,,Medium,7439.6232,0.0,0.0,3719.8116,2789.8586999999998,0.0,0.0,20.0,7.734430373046985,0.0,30.0,35.6348417629396,Customer intelligence identifies high predicted CLV and premium monetization potential.,"Offer premium assortment, bundles, and loyalty-tier incentives.",Phase 2 - Customer Intelligence,customer_segments.csv,8.59,Low,24.21242999975161,13949.29,1473.32,846.79,100.0,100.0,100.0,100.0,100.0,39.42,P3,Monitor
DI-00101,Churn,Retain High Value Customer,Customer,12758,,Portugal,,,Targeted,0.0,0.0,0.0,2734.6480253244645,731.9848,0.0,0.0,71.16067685518072,17.872392036230934,0.0,35.0,52.509777168548304,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.23,Low,6.0171939616877195,3466.63,920.65,276.54,100.0,100.0,100.0,100.0,100.0,39.4,P3,Monitor
DI-00102,Churn,Retain High Value Customer,Customer,16118,,United Kingdom,,,Targeted,0.0,0.0,0.0,1307.0404046539995,286.7296,0.0,0.0,86.82747685518073,3.036446851784224,0.0,35.0,57.50061635399196,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.38,Low,2.7663798652877123,1593.77,746.06,113.62,100.0,100.0,100.0,100.0,100.0,39.33,P3,Monitor
DI-00103,Churn,Retain High Value Customer,Customer,13680,,United Kingdom,,,Targeted,0.0,0.0,0.0,2893.2937225812016,807.1528,0.0,0.0,68.27747685518072,20.376996873242366,0.0,35.0,51.5123088615023,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.16,Low,6.423035144813722,3700.45,941.69,292.96,100.0,100.0,100.0,100.0,100.0,39.32,P3,Monitor
DI-00104,Customer,Upsell Premium Products,Customer segment,Loyal Customers,,,,,Medium,7329.025600000001,0.0,0.0,3664.5128000000004,2748.3846000000003,0.0,0.0,20.0,7.581189543206332,0.0,30.0,35.424135621908704,Customer intelligence identifies high predicted CLV and premium monetization potential.,"Offer premium assortment, bundles, and loyalty-tier incentives.",Phase 2 - Customer Intelligence,customer_segments.csv,8.56,Low,23.852487489741094,13741.92,1456.35,843.59,100.0,100.0,100.0,100.0,100.0,39.25,P3,Monitor
DI-00105,Inventory,Reduce Overstock,Inventory series,WHITE HANGING HEART T-LIGHT HOLDER | United Kingdom | Lighting,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,Lighting,WH-UK-01,Targeted,1044.5846303749418,136.77860400066166,227.96434000110276,0.0,227.96434000110276,0.0,56.900955360193976,0.0,50.0,52.35856094231748,56.14057321611639,56.04552544810669,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,34.63,Low,2.8419228447685905,1637.29,813.86,101.18,78.68537442584928,78.68537442584928,96.24918328618291,85.01,85.01,39.19,P3,Monitor
DI-00106,Churn,Retain High Value Customer,Customer,14607,,United Kingdom,,,Targeted,0.0,0.0,0.0,2826.214533366903,789.5496,0.0,0.0,68.18147685518072,19.790456591914147,0.0,35.0,51.24461976303742,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.03,Low,6.276048028866746,3615.76,931.78,288.05,100.0,100.0,100.0,100.0,100.0,39.19,P3,Monitor
DI-00107,Churn,Retain High Value Customer,Customer,13935,,United Kingdom,,,Targeted,0.0,0.0,0.0,2125.4022279274336,525.244,0.0,0.0,77.07627685518072,10.983769115738014,0.0,35.0,53.94389914637577,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.05,Low,4.600848512349292,2650.65,840.96,215.19,100.0,100.0,100.0,100.0,100.0,39.17,P3,Monitor
DI-00108,Churn,Retain High Value Customer,Customer,15413,,United Kingdom,,,Targeted,0.0,0.0,0.0,2357.3756376917895,608.1840000000001,0.0,0.0,73.83027685518073,13.747337724477473,0.0,35.0,52.801248159434586,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.96,Low,5.14745819476099,2965.56,869.35,241.12,100.0,100.0,100.0,100.0,100.0,39.1,P3,Monitor
DI-00109,Churn,Retain High Value Customer,Customer,14459,,United Kingdom,,,Targeted,0.0,0.0,0.0,1058.1934268287396,231.044,0.0,0.0,87.23907685518071,1.180997417026302,0.0,35.0,57.11874905182667,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,20.12,Low,2.2377886700964997,1289.24,713.48,80.7,100.0,100.0,100.0,100.0,100.0,39.01,P3,Monitor
DI-00110,Churn,Retain High Value Customer,Customer,13734,,United Kingdom,,,Targeted,0.0,0.0,0.0,2344.5225051934467,611.0856,0.0,0.0,73.07907685518073,13.84401930966096,0.0,35.0,52.346806714248814,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.85,Low,5.130184862315415,2955.61,866.79,240.98,100.0,100.0,100.0,100.0,100.0,38.98,P3,Monitor
DI-00111,Churn,Retain High Value Customer,Customer,16749,,United Kingdom,,,Targeted,0.0,0.0,0.0,1516.9148965003048,351.1336,0.0,0.0,82.28667685518072,5.182394195373038,0.0,35.0,55.300177924248025,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.94,Low,3.2424576526155158,1868.05,765.45,144.05,100.0,100.0,100.0,100.0,100.0,38.95,P3,Monitor
DI-00112,Customer,Upsell Premium Products,Customer segment,Loyal Customers,,,,,Medium,7083.0504,0.0,0.0,3541.5252,2656.1439,0.0,0.0,20.0,7.240373433559999,0.0,30.0,34.955513471145,Customer intelligence identifies high predicted CLV and premium monetization potential.,"Offer premium assortment, bundles, and loyalty-tier incentives.",Phase 2 - Customer Intelligence,customer_segments.csv,8.5,Low,23.05195537251304,13280.72,1418.71,836.11,100.0,100.0,100.0,100.0,100.0,38.87,P3,Monitor
DI-00113,Churn,Retain High Value Customer,Customer,12380,,Belgium,,,Targeted,0.0,0.0,0.0,2523.241351146356,700.2503999999999,0.0,0.0,68.63507685512977,16.81499884046072,0.0,35.0,50.4980495499956,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.58,Low,5.595162821644544,3223.49,888.1,262.96,100.0,100.0,100.0,100.0,100.0,38.7,P3,Monitor
DI-00114,Churn,Retain High Value Customer,Customer,15480,,Malta,,,Targeted,0.0,0.0,0.0,2021.2624107082818,521.9672,0.0,0.0,73.75987685518068,10.874585831229725,0.0,35.0,51.75002499679785,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.43,Low,4.414400551724704,2543.23,821.67,209.52,100.0,100.0,100.0,100.0,100.0,38.51,P3,Monitor
DI-00115,Churn,Retain High Value Customer,Customer,14855,,United Kingdom,,,Targeted,0.0,0.0,0.0,2084.262951537398,560.2072000000001,0.0,0.0,70.8670768529045,12.14874623149735,0.0,35.0,50.31566113541201,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.14,Low,4.590128412634789,2644.47,826.96,219.78,100.0,100.0,100.0,100.0,100.0,38.22,P3,Monitor
DI-00116,Churn,Retain High Value Customer,Customer,15077,,United Kingdom,,,Targeted,0.0,0.0,0.0,945.8763522629081,217.79840000000002,0.0,0.0,82.72187685518072,0.7396527779628894,0.0,35.0,54.02809842815448,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.22,Low,2.0198437635313904,1163.67,688.34,69.05,100.0,100.0,100.0,100.0,100.0,38.11,P3,Monitor
DI-00117,Churn,Retain High Value Customer,Customer,15369,,United Kingdom,,,Targeted,0.0,0.0,0.0,2304.5135291984934,653.8112,0.0,0.0,67.1378767972421,15.2676403242445,0.0,35.0,48.98329403169294,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.03,Low,5.134900231488618,2958.32,854.96,246.02,100.0,100.0,100.0,100.0,100.0,38.11,P3,Monitor
DI-00118,Churn,Retain High Value Customer,Customer,16180,,United Kingdom,,,Targeted,0.0,0.0,0.0,2025.6205396961777,546.8064,0.0,0.0,70.56107678177376,11.702230313821973,0.0,35.0,49.96048051799064,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.01,Low,4.465079697897887,2572.43,818.24,214.39,100.0,100.0,100.0,100.0,100.0,38.07,P3,Monitor
DI-00119,Churn,Retain High Value Customer,Customer,13334,,United Kingdom,,,Targeted,0.0,0.0,0.0,970.4505197711093,225.94240000000002,0.0,0.0,81.81187685518071,1.0110116247144472,0.0,35.0,53.531574024517525,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,19.11,Low,2.076634190982965,1196.39,689.82,73.44,100.0,100.0,100.0,100.0,100.0,38.0,P3,Monitor
DI-00120,Churn,Retain High Value Customer,Customer,17230,,United Kingdom,,,Targeted,0.0,0.0,0.0,2072.566151739061,574.292,0.0,0.0,68.74107685518072,12.618053093570818,0.0,35.0,49.09801853861726,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.84,Low,4.594273374365084,2646.86,822.76,221.7,100.0,100.0,100.0,100.0,100.0,37.9,P3,Monitor
DI-00121,Churn,Retain High Value Customer,Customer,12957,,United Kingdom,,,Targeted,0.0,0.0,0.0,1741.713476044485,455.85839999999996,0.0,0.0,72.77587685518073,8.671834391135254,0.0,35.0,50.33946199276482,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.86,Low,3.814426531218224,2197.57,780.64,181.51,100.0,100.0,100.0,100.0,100.0,37.89,P3,Monitor
DI-00122,Forecasting,Bundle Products,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,218.5074753415273,0.0,0.0,0.0,91.04478139230305,100.0,20.0,0.0,94.6693511722519,0.0,55.0,94.00907404176321,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.44,Medium,0.5373040826356552,309.55,855.26,-63.81,0.0,0.0,96.46218389409259,34.73,34.73,37.77,P3,Monitor
DI-00123,Forecasting,Bundle Products,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,218.5074753415273,0.0,0.0,0.0,91.04478139230305,100.0,20.0,0.0,94.6693511722519,0.0,55.0,94.00907404176321,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.44,Medium,0.5373040826356552,309.55,855.26,-63.81,0.0,0.0,96.46218389409259,34.73,34.73,37.77,P3,Monitor
DI-00124,Churn,Retain High Value Customer,Customer,14145,,United Kingdom,,,Targeted,0.0,0.0,0.0,1403.7013648219422,352.52160000000003,0.0,0.0,75.84547685518072,5.22864248605221,0.0,35.0,51.129584825985745,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.79,Low,3.048356936479078,1756.22,737.94,137.99,100.0,100.0,100.0,100.0,100.0,37.77,P3,Monitor
DI-00125,Churn,Retain High Value Customer,Customer,12469,,Thailand,,,Targeted,0.0,0.0,0.0,1017.1374497960572,242.71599999999998,0.0,0.0,79.82187685518072,1.5699095559364409,0.0,35.0,52.433688300445226,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.85,Low,2.1867855503314644,1259.85,691.96,82.07,100.0,100.0,100.0,100.0,100.0,37.75,P3,Monitor
DI-00126,Churn,Retain High Value Customer,Customer,12625,,Germany,,,Targeted,0.0,0.0,0.0,871.0602132445351,204.4112,0.0,0.0,81.16787685518072,0.293590013567942,0.0,35.0,52.86187646061625,Customer has elevated churn probability and meaningful lifetime value at risk.,VIP Retention,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.86,Low,1.8667451731456686,1075.47,674.71,59.4,100.0,100.0,100.0,100.0,100.0,37.73,P3,Monitor
DI-00127,Churn,Retain High Value Customer,Customer,12737,,France,,,Targeted,0.0,0.0,0.0,1199.3192720246402,293.6712,0.0,0.0,77.78827685518073,3.267741617330713,0.0,35.0,51.70608952193322,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.79,Low,2.591452197503244,1492.99,713.09,109.37,100.0,100.0,100.0,100.0,100.0,37.73,P3,Monitor
DI-00128,Churn,Retain High Value Customer,Customer,16067,,United Kingdom,,,Targeted,0.0,0.0,0.0,1180.4285269959503,289.3416,0.0,0.0,77.70867685518073,3.123478937702086,0.0,35.0,51.603857584063206,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.75,Low,2.5511475771597665,1469.77,710.31,106.92,100.0,100.0,100.0,100.0,100.0,37.69,P3,Monitor
DI-00129,Forecasting,Bundle Products,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,216.9695084561779,0.0,0.0,0.0,90.4039618567408,100.0,20.0,0.0,94.00302006878339,0.0,55.0,93.66505095078575,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.32,Medium,0.5335222628825089,307.37,853.59,-63.99,0.0,0.0,96.46092776662448,34.73,34.73,37.67,P3,Monitor
DI-00130,Forecasting,Bundle Products,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,216.9695084561779,0.0,0.0,0.0,90.4039618567408,100.0,20.0,0.0,94.00302006878339,0.0,55.0,93.66505095078575,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.32,Medium,0.5335222628825089,307.37,853.59,-63.99,0.0,0.0,96.46092776662448,34.73,34.73,37.67,P3,Monitor
DI-00131,Churn,Retain High Value Customer,Customer,17584,,United Kingdom,,,Targeted,0.0,0.0,0.0,1528.8640179908434,396.62,0.0,0.0,73.42347685518072,6.698005325883849,0.0,35.0,50.06956181992682,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.62,Low,3.3421511276713596,1925.48,751.41,156.25,100.0,100.0,100.0,100.0,100.0,37.62,P3,Monitor
DI-00132,Forecasting,Bundle Products,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,215.43154157082847,0.0,0.0,0.0,89.76314232117853,100.0,20.0,0.0,93.33668896531486,0.0,55.0,93.32318832388121,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.2,Medium,0.5297404431293627,305.19,851.92,-64.18,0.0,0.0,96.45988768556364,34.73,34.73,37.57,P3,Monitor
DI-00133,Forecasting,Bundle Products,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,215.43154157082847,0.0,0.0,0.0,89.76314232117853,100.0,20.0,0.0,93.33668896531486,0.0,55.0,93.32318832388121,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.2,Medium,0.5297404431293627,305.19,851.92,-64.18,0.0,0.0,96.45988768556364,34.73,34.73,37.57,P3,Monitor
DI-00134,Churn,Retain High Value Customer,Customer,12468,,Germany,,,Targeted,0.0,0.0,0.0,1089.4530411430624,267.28560000000004,0.0,0.0,77.63787685518072,2.388570941146052,0.0,35.0,51.30061978526859,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.6,Low,2.354953630922923,1356.74,697.43,94.53,100.0,100.0,100.0,100.0,100.0,37.52,P3,Monitor
DI-00135,Forecasting,Bundle Products,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,213.893574685479,0.0,0.0,0.0,89.12232278561626,100.0,20.0,0.0,92.67035786184633,0.0,55.0,92.9835381561764,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.08,Medium,0.5259586233762166,303.02,850.24,-64.36,0.0,0.0,96.4590688504228,34.73,34.73,37.48,P3,Monitor
DI-00136,Churn,Retain High Value Customer,Customer,15150,,United Kingdom,,,Targeted,0.0,0.0,0.0,1283.9679435320995,325.0976,0.0,0.0,75.22827685517912,4.314872224102956,0.0,35.0,50.408585234302464,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.52,Low,2.792929035279331,1609.07,720.07,123.46,100.0,100.0,100.0,100.0,100.0,37.48,P3,Monitor
DI-00137,Forecasting,Bundle Products,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,213.893574685479,0.0,0.0,0.0,89.12232278561626,100.0,20.0,0.0,92.67035786184633,0.0,55.0,92.9835381561764,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,46.08,Medium,0.5259586233762166,303.02,850.24,-64.36,0.0,0.0,96.4590688504228,34.73,34.73,37.48,P3,Monitor
DI-00138,Churn,Retain High Value Customer,Customer,15125,,United Kingdom,,,Targeted,0.0,0.0,0.0,1920.441215304042,541.7927999999999,0.0,0.0,67.51627683582718,11.535176689795254,0.0,35.0,47.922891784716015,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.43,Low,4.273812773281777,2462.23,799.27,208.06,100.0,100.0,100.0,100.0,100.0,37.46,P3,Monitor
DI-00139,Churn,Retain High Value Customer,Customer,17400,,United Kingdom,,,Targeted,0.0,0.0,0.0,935.2885775400259,226.324,0.0,0.0,78.71467685518073,1.0237265726418041,0.0,35.0,51.52284425629211,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.55,Low,2.0162643520633443,1161.61,678.26,71.26,100.0,100.0,100.0,100.0,100.0,37.44,P3,Monitor
DI-00140,Churn,Retain High Value Customer,Customer,12744,,Singapore,,,Targeted,0.0,0.0,0.0,1439.9062634612437,376.18,0.0,0.0,72.90867661941188,6.016942601473015,0.0,35.0,49.496569713133276,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.41,Low,3.15226441594091,1816.09,737.98,146.09,100.0,100.0,100.0,100.0,100.0,37.39,P3,Monitor
DI-00141,Churn,Retain High Value Customer,Customer,15980,,United Kingdom,,,Targeted,0.0,0.0,0.0,1423.4739289418565,371.3288,0.0,0.0,73.01827685518072,5.855300160736133,0.0,35.0,49.51123501212511,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,18.4,Low,3.1153216066367713,1794.8,735.82,143.92,100.0,100.0,100.0,100.0,100.0,37.38,P3,Monitor
